Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-nmdp.fhir.cibmtr-reporting.json	32246	-	0	0	0	0	0	0	2	52	0	0	0	0	0	0	0	0	0	0	114	268	0	0	0	3	0	1
fsh-generated/resources/Medication-Medication-Cyclophosphamide-Example.json	1967	2	1	0	0	0	0	0	1	221	0	0	0	0	0	0	0	0	0	0	14	47	0	0	0	0	0	0
fsh-generated/resources/Medication-Medication-Etoposide-Example.json	2398	2	1	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	14	41	0	0	0	0	0	0
fsh-generated/resources/Medication-Medication-GVHD-Prophylaxis-Example.json	2394	2	1	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	13	58	0	0	0	0	0	0
fsh-generated/resources/Medication-Medication-Mobilizing-Agent-Example.json	1961	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13	39	0	0	0	0	0	0
fsh-generated/resources/Medication-Medication-Peri-Transplant-Example.json	2705	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	15	40	0	0	0	0	0	0
fsh-generated/resources/Medication-Medication-Post-HCT-Disease-Therapy-Example.json	3708	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	16	37	0	0	0	0	0	0
fsh-generated/resources/Medication-Medication-Prep-Regimen-Example.json	1974	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	14	36	0	0	0	0	0	0
fsh-generated/resources/Medication-Medication-PriorExposure-Example.json	2022	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13	41	0	0	0	0	0	0
fsh-generated/resources/MedicationAdministration-MedicationAdministration-Example1.json	1737	1	1	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	14	46	0	0	0	0	0	1
fsh-generated/resources/MedicationAdministration-MedicationAdministration-Example2.json	2399	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	14	43	0	0	0	0	0	0
fsh-generated/resources/MedicationRequest-MedicationRequest-Etoposide-Example.json	2815	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	13	57	0	0	0	0	0	0
fsh-generated/resources/Observation-ABOBloodGroupObservationLOINC.json	1068	2	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	10	37	0	0	0	0	0	0
fsh-generated/resources/Observation-ABOBloodGroupObservationSNOMED.json	1091	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	36	0	0	0	0	0	0
fsh-generated/resources/Observation-ABORhObservationLOINC.json	1065	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	11	32	0	0	0	0	0	0
fsh-generated/resources/Observation-ABORhObservationSNOMED.json	1105	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	39	0	0	0	0	0	0
fsh-generated/resources/Observation-AlbuminObservation.json	1044	1	1	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	11	34	0	0	0	0	0	0
fsh-generated/resources/Observation-BasophilsObservation.json	1026	1	1	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	11	43	0	0	0	0	0	0
fsh-generated/resources/Observation-CMVDNAViralLoadCopiesmL.json	1495	1	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	18	48	0	0	0	0	0	0
fsh-generated/resources/Observation-CMVDNAViralLoadIUmL.json	1534	1	1	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	13	43	0	0	0	0	0	0
fsh-generated/resources/Observation-CMVIgAbPresenceSNOMED.json	1128	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	43	0	0	0	0	0	0
fsh-generated/resources/Observation-CMVIgGAbPresenceLOINC.json	1104	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	11	38	0	0	0	0	0	0
fsh-generated/resources/Observation-CMVIgMAbPresenceLOINC.json	1105	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	16	37	0	0	0	0	0	0
fsh-generated/resources/Observation-CMVIgMAbPresenceSNOMED.json	1129	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	13	36	0	0	0	0	0	0
fsh-generated/resources/Observation-Cytogenetics-Example-1.json	1941	1	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	13	39	0	0	0	0	0	0
fsh-generated/resources/Observation-EosinophilsObservation.json	1051	1	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	11	33	0	0	0	0	0	0
fsh-generated/resources/Observation-HemoglobinObservation.json	1040	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13	38	0	0	0	0	0	0
fsh-generated/resources/Observation-LeukocytesObservation.json	1034	2	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	11	40	0	0	0	0	0	0
fsh-generated/resources/Observation-MetamyelocytesObservation.json	1074	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	36	0	0	0	0	0	0
fsh-generated/resources/Observation-NeutrophilsObservation.json	1048	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	43	0	0	0	0	0	0
fsh-generated/resources/Patient-PatientExample1.json	694	1	0	0	0	0	0	0	0	29	0	0	0	0	0	1	0	0	0	0	9	43	0	0	0	0	0	0
fsh-generated/resources/Patient-PatientExample2.json	590	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	48	0	0	0	0	0	0
fsh-generated/resources/Patient-PatientExample3.json	1671	1	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	16	46	0	0	0	0	0	0
fsh-generated/resources/Patient-PatientExample4.json	1774	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	16	37	0	0	0	0	0	0
fsh-generated/resources/Patient-PatientExample5.json	2163	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	33	0	0	0	0	0	0
fsh-generated/resources/Patient-PatientExample6.json	715	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	35	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-cibmtr-additional-peri-transplant-medication.json	1134	1	1	0	0	0	0	69	0	23	0	0	1	0	0	0	0	1	0	0	144	2016	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-cibmtr-cytogenetics.json	3694	2	0	0	0	0	0	163	0	405	0	0	0	0	0	0	0	2	0	0	950	3361	0	0	0	21	1	6
fsh-generated/resources/StructureDefinition-cibmtr-gvhd-prophylaxis-medication.json	905	1	0	0	0	0	0	16	0	11	0	0	0	0	0	0	0	1	0	0	125	530	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-cibmtr-medication-administration.json	2132	1	1	0	0	0	0	18	0	24	0	0	0	0	0	0	0	0	0	0	159	623	1	0	0	5	0	1
fsh-generated/resources/StructureDefinition-cibmtr-medication-request.json	2020	1	0	0	0	0	0	34	0	20	0	0	0	0	0	0	0	1	0	0	238	899	0	0	0	6	1	1
fsh-generated/resources/StructureDefinition-cibmtr-medication.json	1892	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	146	520	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-cibmtr-mobilizing-agent-medication.json	920	1	0	0	0	0	0	12	0	6	0	0	0	0	0	0	0	0	0	0	122	513	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-cibmtr-obs-priority-variables.json	950	1	1	0	0	0	0	38	0	8	0	0	0	0	0	0	0	1	0	0	206	688	0	0	0	7	0	1
fsh-generated/resources/StructureDefinition-cibmtr-observation-lab.json	2767	1	0	0	0	0	0	0	0	11	0	0	1	0	0	0	0	0	0	0	220	700	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-cibmtr-patient.json	5699	2	1	0	0	0	0	27	0	26	0	0	0	0	0	0	0	1	0	0	409	1102	0	0	0	10	1	2
fsh-generated/resources/StructureDefinition-cibmtr-post-hct-disease-therapy-planned-medication.json	998	1	0	0	0	0	0	10	0	33	0	0	0	0	0	0	0	1	0	0	127	488	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-cibmtr-prep-regimen-medication.json	911	1	0	0	0	0	0	11	0	6	0	0	0	0	0	0	0	0	0	0	131	513	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-cibmtr-prior-exposure-medication.json	922	1	1	0	0	0	0	47	0	6	0	0	0	0	0	0	0	0	0	0	132	482	0	0	0	3	0	1
fsh-generated/resources/ValueSet-auto-differential-blood-vs.json	2914	1	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	16	35056	0	0	0	1	0	0
fsh-generated/resources/ValueSet-cbc-blood-automated-vs.json	2063	2	1	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	16	290	0	0	0	0	0	0
fsh-generated/resources/ValueSet-cbc-w-auto-differential-blood-vs.json	702	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	10	266	0	0	0	0	0	0
fsh-generated/resources/ValueSet-cbc-w-differential-unspecified-blood-vs.json	1847	1	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	16	412	0	0	0	0	0	0
fsh-generated/resources/ValueSet-cbc-w-ordered-manual-differential-blood-vs.json	753	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	10	674	0	0	0	0	0	0
fsh-generated/resources/ValueSet-cibmtr-priority-variables-2021.json	15814	2	1	0	0	0	0	0	1	122	0	0	0	0	0	0	0	0	0	0	46	315	0	0	0	1	0	0
fsh-generated/resources/ValueSet-cibmtr-priority-variables-2022.json	39931	3	0	0	0	0	0	0	1	252	0	0	0	0	0	0	0	0	0	0	104	496	0	0	0	2	0	0
fsh-generated/resources/ValueSet-cibmtr-priority-variables-epic-2021.json	19703	2	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	50	300	0	0	0	1	0	0
fsh-generated/resources/ValueSet-differential-unspecified-blood-vs.json	9379	2	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	31	153	0	0	0	0	0	0
fsh-generated/resources/ValueSet-erythrocyte-morphology-blood-vs.json	5632	1	0	0	0	0	0	0	1	110	0	0	0	0	0	0	0	0	0	0	22	119	0	0	0	0	0	0
fsh-generated/resources/ValueSet-gvhd-all-valueset.json	648	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	13	2671	0	0	0	0	0	0
fsh-generated/resources/ValueSet-gvhd-icd10-codes.json	539	1	1	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	9	126	0	0	0	1	0	0
fsh-generated/resources/ValueSet-gvhd-sct-codes.json	531	1	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	11	123	0	0	0	0	0	0
fsh-generated/resources/ValueSet-hematopoietic-disorder-vs.json	607	1	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	9	900	0	0	0	0	0	0
fsh-generated/resources/ValueSet-leukocyte-morphology-blood-vs.json	1869	1	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	18	97	0	0	0	0	0	0
fsh-generated/resources/ValueSet-manual-differential-blood-vs.json	9620	2	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	30	165	0	0	0	0	0	0
fsh-generated/resources/ValueSet-med-addition-peri-transplant-vs.json	9189	2	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	1	0	0	26	261	0	0	0	1	0	0
fsh-generated/resources/ValueSet-med-alemtuzumab-vs.json	2319	1	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	14	190	0	0	0	0	0	0
fsh-generated/resources/ValueSet-med-all-form2400-vs.json	1185	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	16	1921	0	0	0	0	0	0
fsh-generated/resources/ValueSet-med-anti-thymocyte-globulin-vs.json	2860	1	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	17	197	0	0	0	0	0	0
fsh-generated/resources/ValueSet-med-bortezomib-vs.json	1393	1	0	0	0	0	0	0	1	83	0	0	0	0	0	0	0	0	0	0	14	199	0	0	0	0	0	0
fsh-generated/resources/ValueSet-med-busulfan-vs.json	2826	1	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	16	221	0	0	0	0	0	0
fsh-generated/resources/ValueSet-med-carmustine-vs.json	2353	1	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	15	191	0	0	0	0	0	0
fsh-generated/resources/ValueSet-med-cyclophosphamide-vs.json	4861	2	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	20	209	0	0	0	1	0	0
fsh-generated/resources/ValueSet-med-cytarabine-vs.json	3956	1	1	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	19	224	0	0	0	0	0	0
fsh-generated/resources/ValueSet-med-defibrotide-vs.json	1789	1	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	1	0	16	186	0	0	0	0	0	0
fsh-generated/resources/ValueSet-med-etoposide-vs.json	3512	1	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	15	231	0	0	0	0	0	0
fsh-generated/resources/ValueSet-med-fludarabine-vs.json	1594	2	1	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	15	190	0	0	0	0	0	0
fsh-generated/resources/ValueSet-med-gvhd-prophylaxis-vs.json	66321	4	0	0	0	0	0	0	2	321	0	0	0	0	0	0	0	0	0	0	117	442	0	0	0	5	0	0
fsh-generated/resources/ValueSet-med-melphalan-vs.json	1634	1	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	15	182	0	0	0	0	0	1
fsh-generated/resources/ValueSet-med-mobilizing-agents-vs.json	24130	3	0	0	0	0	0	0	1	184	0	0	0	0	0	0	0	0	0	0	51	223	0	0	0	1	0	0
fsh-generated/resources/ValueSet-med-post-hct-disease-therapy-planned-vs.json	53554	4	0	0	0	0	0	0	1	301	0	0	0	0	0	0	0	0	0	0	101	389	0	0	0	4	0	0
fsh-generated/resources/ValueSet-med-prep-regimen-vs.json	56996	5	0	0	0	0	0	0	2	272	0	0	0	0	0	0	0	1	0	0	127	382	0	0	0	4	0	0
fsh-generated/resources/ValueSet-med-prior-exposure-vs.json	6925	1	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	22	115	0	0	0	0	0	0
fsh-generated/resources/ValueSet-med-rituximab-vs.json	3669	1	1	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	17	205	0	0	0	0	0	0
fsh-generated/resources/ValueSet-med-thiotepa-vs.json	2464	2	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	14	211	0	0	0	0	0	0
fsh-generated/resources/ValueSet-med-treosulfan-vs.json	1271	1	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	13	210	0	0	0	0	0	0
fsh-generated/resources/ValueSet-med-ursodiol-vs.json	3599	1	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	17	221	0	0	0	1	0	0
fsh-generated/resources/ValueSet-platelet-morphology-blood-vs.json	1456	1	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	13	97	0	0	0	0	0	0
fsh-generated/resources/ValueSet-presence-valueset.json	879	1	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	13	234	0	0	0	0	0	0
fsh-generated/resources/ValueSet-smear-morphology-blood-vs.json	1460	1	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	15	112	0	0	0	0	0	0
fsh-generated/resources/ValueSet-snomed-myelodysplastic-diseases-vs.json	1197	1	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	16	166	0	0	0	0	0	0
